Object identifier,Divisions,Accession Number,Accession Description,Quantity,Type,Original Number,Other Numbers,Object Type,Materials,Display Date,Provenience,Verbatim Geography,Geographic Location,Political Location,Culture,Description,Curatorial Notes
34951,Asian Archaeology,"Accession Number: 220
",Accession #220 UMMAA Expedition 08/31/1925 (220),"Quantity: 1
Unit: ea
",Artifact,,,Sherd,Earthenware,,,Asia-Southeast Asia-Philippines-Palawan-,"NW coast of Penon de Coron, Calamianes",,,"Sherd, incomplete globular bowl",
34952,Asian Archaeology,"Accession Number: 220
",Accession #220 UMMAA Expedition 08/31/1925 (220),"Quantity: 1
Unit: ea
",Artifact,,,Sherd,Earthenware,,,Asia-Southeast Asia-Philippines-Palawan-,"NW coast of Penon de Coron, Calamianes",,,"Sherd, incomplete globular bowl with wide rim",
34953,Asian Archaeology,"Accession Number: 220
",Accession #220 UMMAA Expedition 08/31/1925 (220),"Quantity: 4
Unit: ea
",Artifact,,,Sherd,Earthenware,,,Asia-Southeast Asia-Philippines-Palawan-,"NW coast of Penon de Coron, Calamianes",,,"Sherds, incomplete globular bowl",
34954,Asian Archaeology,"Accession Number: 220
",Accession #220 UMMAA Expedition 08/31/1925 (220),"Quantity: 3
Unit: ea
",Artifact,,,Sherd,Earthenware,,,Asia-Southeast Asia-Philippines-Palawan-,"NW coast of Penon de Coron, Calamianes",,,"Sherds, incomplete wide jar",
34956,Asian Archaeology,"Accession Number: 220
",Accession #220 UMMAA Expedition 08/31/1925 (220),"Quantity: 3
Unit: ea
",Artifact,,,Sherd,Earthenware,,,Asia-Southeast Asia-Philippines-Palawan-,"NW coast of Penon de Coron, Calamianes",,,"Sherds, fragment, rice bowl",
34957,Asian Archaeology,"Accession Number: 220
",Accession #220 UMMAA Expedition 08/31/1925 (220),"Quantity: 2
Unit: ea
",Artifact,,,Sherd,Earthenware,,,Asia-Southeast Asia-Philippines-Palawan-,"NW coast of Penon de Coron, Calamianes",,,"Sherds, fragment, small rice bowl",
34958,Asian Archaeology,"Accession Number: 220
",Accession #220 UMMAA Expedition 08/31/1925 (220),"Quantity: 2
Unit: ea
",Artifact,,,Sherd,Earthenware,,,Asia-Southeast Asia-Philippines-Palawan-,"NW coast of Penon de Coron, Calamianes",,,"Sherds, fragment, rim of small rice pot",
34959,Asian Archaeology,"Accession Number: 220
",Accession #220 UMMAA Expedition 08/31/1925 (220),"Quantity: 2
Unit: ea
",Artifact,,,Sherd,Earthenware,,,Asia-Southeast Asia-Philippines-Palawan-,"NW coast of Penon de Coron, Calamianes",,,"Sherds, fragment, rice bowl (?)",
34960,Asian Archaeology,"Accession Number: 220
",Accession #220 UMMAA Expedition 08/31/1925 (220),"Quantity: 3
Unit: ea
",Artifact,,,Sherd,Earthenware,,,Asia-Southeast Asia-Philippines-Palawan-,"NW coast of Penon de Coron, Calamianes",,,"Sherds, fragment, rice bowl",
34961,Asian Archaeology,"Accession Number: 220
",Accession #220 UMMAA Expedition 08/31/1925 (220),"Quantity: 2
Unit: ea
",Artifact,,,Sherd,Earthenware,,,Asia-Southeast Asia-Philippines-Palawan-,"NW coast of Penon de Coron, Calamianes",,,"Sherds, fragment, larger rice bowl",
34962,Asian Archaeology,"Accession Number: 220
",Accession #220 UMMAA Expedition 08/31/1925 (220),"Quantity: 2
Unit: ea
",Artifact,,,Sherd,Earthenware,,,Asia-Southeast Asia-Philippines-Palawan-,"NW coast of Penon de Coron, Calamianes",,,"Sherds, fragment rice bowl",
34963,Asian Archaeology,"Accession Number: 220
",Accession #220 UMMAA Expedition 08/31/1925 (220),"Quantity: 2
Unit: ea
",Artifact,,,Sherd,Earthenware,,,Asia-Southeast Asia-Philippines-Palawan-,"NW coast of Penon de Coron, Calamianes",,,"Sherds, fragment rice bowl",
34964,Asian Archaeology,"Accession Number: 220
",Accession #220 UMMAA Expedition 08/31/1925 (220),"Quantity: 2
Unit: ea
",Artifact,,,Sherd,Earthenware,,,Asia-Southeast Asia-Philippines-Palawan-,"NW coast of Penon de Coron, Calamianes",,,"Sherds, fragment, rice bowl",
34965,Asian Archaeology,"Accession Number: 220
",Accession #220 UMMAA Expedition 08/31/1925 (220),"Quantity: 19
Unit: ea
",Artifact,,,Sherd,Earthenware,,,Asia-Southeast Asia-Philippines-Palawan-,"NW coast of Penon de Coron, Calamianes",,,"Miscellaneous sherds, from rice pots",
34966,Asian Archaeology,"Accession Number: 220
",Accession #220 UMMAA Expedition 08/31/1925 (220),"Quantity: 2
Unit: ea
",Artifact,,,Sherd,Earthenware,,,Asia-Southeast Asia-Philippines-Palawan-,"NW coast of Penon de Coron, Calamianes",,,"Sherds, rim fragment, large, heavy jar",
34967,Asian Archaeology,"Accession Number: 220
",Accession #220 UMMAA Expedition 08/31/1925 (220),"Quantity: 2
Unit: ea
",Artifact,,,Sherd,Earthenware,,,Asia-Southeast Asia-Philippines-Palawan-,"NW coast of Penon de Coron, Calamianes",,,"Sherds, rim fragment of vessel similar to #73",
34968,Asian Archaeology,"Accession Number: 220
",Accession #220 UMMAA Expedition 08/31/1925 (220),"Quantity: 2
Unit: ea
",Artifact,,,Sherd,Earthenware,,,Asia-Southeast Asia-Philippines-Palawan-,"NW coast of Penon de Coron, Calamianes",,,"Sherds, rim fragment of vessel simial to #73",
34969,Asian Archaeology,"Accession Number: 220
",Accession #220 UMMAA Expedition 08/31/1925 (220),"Quantity: 3
Unit: ea
",Artifact,,,Sherd,Earthenware,,,Asia-Southeast Asia-Philippines-Palawan-,"NW coast of Penon de Coron, Calamianes",,,"Sherds, all differen vessels, similar to #73",
34970,Asian Archaeology,"Accession Number: 220
",Accession #220 UMMAA Expedition 08/31/1925 (220),"Quantity: 1
Unit: ea
",Artifact,,,Sherd,Earthenware,,,Asia-Southeast Asia-Philippines-Palawan-,"NW coast of Penon de Coron, Calamianes",,,"Sherd, rim fragment, large red jar",
34971,Asian Archaeology,"Accession Number: 220
",Accession #220 UMMAA Expedition 08/31/1925 (220),"Quantity: 2
Unit: ea
",Artifact,,,Sherd,Earthenware,,,Asia-Southeast Asia-Philippines-Palawan-,"NW coast of Penon de Coron, Calamianes",,,"Sherds, fragment, large heavy red jar",
34972,Asian Archaeology,"Accession Number: 220
",Accession #220 UMMAA Expedition 08/31/1925 (220),"Quantity: 13
Unit: ea
",Artifact,,,Sherd,Earthenware,,,Asia-Southeast Asia-Philippines-Palawan-,"NW coast of Penon de Coron, Calamianes",,,Miscellaneous rim sherds,
34973,Asian Archaeology,"Accession Number: 220
",Accession #220 UMMAA Expedition 08/31/1925 (220),"Quantity: 22
Unit: ea
",Artifact,,,Sherd,Earthenware,,,Asia-Southeast Asia-Philippines-Palawan-,"NW coast of Penon de Coron, Calamianes",,,Miscellaneous sherds,
34974,Asian Archaeology,"Accession Number: 220
",Accession #220 UMMAA Expedition 08/31/1925 (220),"Quantity: 5
Unit: ea
",Artifact,,,Sherd,Earthenware,,,Asia-Southeast Asia-Philippines-Palawan-,"NW coast of Penon de Coron, Calamianes",,,Miscellaneous sherds with lug handles,
34975,Asian Archaeology,"Accession Number: 220
",Accession #220 UMMAA Expedition 08/31/1925 (220),"Quantity: 1
Unit: ea
",Artifact,,,Sherd,Earthenware,,,Asia-Southeast Asia-Philippines-Palawan-,"NW coast of Penon de Coron, Calamianes",,,"Sherd, containing base of ""teapot"" spout",
34976,Asian Archaeology,"Accession Number: 220
",Accession #220 UMMAA Expedition 08/31/1925 (220),"Quantity: 2
Unit: ea
",Artifact,,,Sherd,Earthenware,,,Asia-Southeast Asia-Philippines-Palawan-,"NW coast of Penon de Coron, Calamianes",,,Miscellaneous sherds of bowl bottoms,
34977,Asian Archaeology,"Accession Number: 220
",Accession #220 UMMAA Expedition 08/31/1925 (220),"Quantity: 1
Unit: ea
",Artifact,,,Sherd,Earthenware,,,Asia-Southeast Asia-Philippines-Palawan-,"NW coast of Penon de Coron, Calamianes",,,Sherd of an oval bowl,
34978,Asian Archaeology,"Accession Number: 220
",Accession #220 UMMAA Expedition 08/31/1925 (220),"Quantity: 3
Unit: ea
",Artifact,,,Sherd,Earthenware,,,Asia-Southeast Asia-Philippines-Palawan-,"NW coast of Penon de Coron, Calamianes",,,"Incomplete, 3 sherds, small circular, dark brown native ware plate.",
34979,Asian Archaeology,"Accession Number: 220
",Accession #220 UMMAA Expedition 08/31/1925 (220),"Quantity: 2
Unit: ea
",Artifact,,,Sherd,Earthenware,,,Asia-Southeast Asia-Philippines-Palawan-,"NW coast of Penon de Coron, Calamianes",,,"Sherds, nearly complete, globular ""teapot""",
34980,Asian Archaeology,"Accession Number: 220
",Accession #220 UMMAA Expedition 08/31/1925 (220),"Quantity: 1
Unit: ea
",Artifact,,,Vase,Glass,,,Asia-Southeast Asia-Philippines-Palawan-,"NW coast of Penon de Coron, Calamianes",,,Glass vase,
34981,Asian Archaeology,"Accession Number: 220
",Accession #220 UMMAA Expedition 08/31/1925 (220),"Quantity: 6
Unit: ea
",Artifact,,,Sherd,Earthenware,,,Asia-Southeast Asia-Philippines-Palawan-,"NW coast of Penon de Coron, Calamianes",,,"Sherds, incomplete, medium-sized glazed jar",
34982,Asian Archaeology,"Accession Number: 220
",Accession #220 UMMAA Expedition 08/31/1925 (220),"Quantity: 3
Unit: ea
",Artifact,,,Sherd,Stoneware,,,Asia-Southeast Asia-Philippines-Palawan-,"NW coast of Penon de Coron, Calamianes",,,"3 miscellaneous glazed sherds, small, all of crude crockery type bowls.  Two dark brown (same jar?), one dark green.",
34983,Asian Archaeology,"Accession Number: 220
",Accession #220 UMMAA Expedition 08/31/1925 (220),"Quantity: 1
Unit: ea
",Artifact,,,Knife,Iron,,,Asia-Southeast Asia-Philippines-Palawan-,"NW coast of Penon de Coron, Calamianes",,,Large fragment of rusted iron bolo,
34984,Asian Archaeology,"Accession Number: 220
",Accession #220 UMMAA Expedition 08/31/1925 (220),"Quantity: 1
Unit: ea
",Artifact,,,Bracelet,Glass,,,Asia-Southeast Asia-Philippines-Palawan-,"NW coast of Penon de Coron, Calamianes",,,Fragment of badly shattered light green glass bracelet,
34985,Asian Archaeology,"Accession Number: 220
",Accession #220 UMMAA Expedition 08/31/1925 (220),"Quantity: 2
Unit: ea
",Artifact,,,Modified shell,Shell,,,Asia-Southeast Asia-Philippines-Palawan-,"NW coast of Penon de Coron, Calamianes",,,"Large, thin shell utensils",
34986,Asian Archaeology,"Accession Number: 220
",Accession #220 UMMAA Expedition 08/31/1925 (220),"Quantity: 10
Unit: ea
",Artifact,,,Spoon,Mother of Pearl,,,Asia-Southeast Asia-Philippines-Palawan-,"NW coast of Penon de Coron, Calamianes",,,Fragments of mother of pearl shells used for spoons,
34987,Asian Archaeology,"Accession Number: 220
",Accession #220 UMMAA Expedition 08/31/1925 (220),"Quantity: 5
Unit: ea
",Artifact,,,Sample,Shell,,,Asia-Southeast Asia-Philippines-Palawan-,"NW coast of Penon de Coron, Calamianes",,,"Examples of small, bivalve shells",
34988,Asian Archaeology,"Accession Number: 220
",Accession #220 UMMAA Expedition 08/31/1925 (220),"Quantity: 1
Unit: ea
",Artifact,,,Unknown,Shell,,,Asia-Southeast Asia-Philippines-Palawan-,"NW coast of Penon de Coron, Calamianes",,,"Large example of shell ""trapdoor""",
34993,Asian Archaeology,"Accession Number: 220
",Accession #220 UMMAA Expedition 08/31/1925 (220),"Quantity: 1
Unit: ea
",Artifact,,,Sherd,Earthenware,,,Asia-Southeast Asia-Philippines-Palawan-,W coast of Penon de Coron,,,"One sherd of grey shallow native ware bowl, very similar to # 1.",
34994,Asian Archaeology,"Accession Number: 220
",Accession #220 UMMAA Expedition 08/31/1925 (220),"Quantity: 1
Unit: ea
",Artifact,,,Sherd,Earthenware,,,Asia-Southeast Asia-Philippines-Palawan-,W coast of Penon de Coron,,,Base sherd of wheel made bowl or jar,
34995,Asian Archaeology,"Accession Number: 220
",Accession #220 UMMAA Expedition 08/31/1925 (220),"Quantity: 5
Unit: ea
",Artifact,,,Jar,Earthenware,,,Asia-Southeast Asia-Philippines-Palawan-,W coast of Penon de Coron,,,"5 miscellaneous sherds, small native ware jars, some red, some black, 2 have incised designs, others are plain.",
34996,Asian Archaeology,"Accession Number: 220
",Accession #220 UMMAA Expedition 08/31/1925 (220),"Quantity: 3
Unit: ea
",Artifact,,,Sherd,Clay,,,Asia-Southeast Asia-Philippines-Palawan-,W coast of Penon de Coron,,,"Miscellaneous sherds, rims of shallow, nativeware bowls",
34997,Asian Archaeology,"Accession Number: 220
",Accession #220 UMMAA Expedition 08/31/1925 (220),"Quantity: 4
Unit: ea
",Artifact,,,Sherd,Clay,,,Asia-Southeast Asia-Philippines-Palawan-,W coast of Penon de Coron,,,"Miscellaneous sherds, bowls, and feet of nativeware vessels",
34998,Asian Archaeology,"Accession Number: 220
",Accession #220 UMMAA Expedition 08/31/1925 (220),"Quantity: 1
Unit: ea
",Artifact,,,Unworked shell,Shell,,,Asia-Southeast Asia-Philippines-Palawan-,W coast of Penon de Coron,,,"Small, conical shell",
35010,Asian Archaeology,"Accession Number: 220
",Accession #220 UMMAA Expedition 08/31/1925 (220),"Quantity: 4
Unit: ea
",Artifact,,,Sherd,Earthenware,,,Asia-Southeast Asia-Philippines-Palawan-,"E side of Lagen Island, Bacuit Bay",,,Miscellaneous sherds of small native ware vessels decorated.,
35012,Asian Archaeology,"Accession Number: 220
",Accession #220 UMMAA Expedition 08/31/1925 (220),"Quantity: 2
Unit: ea
",Artifact,,,Unworked shell,Shell,,,Asia-Southeast Asia-Philippines-Palawan-,"E side of Lagen Island, Bacuit Bay",,,"Fragments of small, spiral shells",
35013,Asian Archaeology,"Accession Number: 220
",Accession #220 UMMAA Expedition 08/31/1925 (220),"Quantity: 2
Unit: ea
",Artifact,,,Bracelet,Shell,,,Asia-Southeast Asia-Philippines-Palawan-,"E side of Lagen Island, Bacuit Bay",,,"Fragments, incomplete, small shell bracelet",
35014,Asian Archaeology,"Accession Number: 220
",Accession #220 UMMAA Expedition 08/31/1925 (220),"Quantity: 12
Unit: ea
",Artifact,,,Bead,Shell,,,Asia-Southeast Asia-Philippines-Palawan-,"E side of Lagen Island, Bacuit Bay",,,Small shell beads,
35015,Asian Archaeology,"Accession Number: 220
",Accession #220 UMMAA Expedition 08/31/1925 (220),"Quantity: 24
Unit: ea
",Artifact,,,Bead,Unknown,,,Asia-Southeast Asia-Philippines-Palawan-,"E side of Lagen Island, Bacuit Bay",,,"Large and small, flat circular beads",
35018,Asian Archaeology,"Accession Number: 220
",Accession #220 UMMAA Expedition 08/31/1925 (220),"Quantity: 1
Unit: ea
",Artifact,,,Sherd,Earthenware,,,Asia-Southeast Asia-Philippines-Palawan-,"E side of Lagen Island, Bacuit Bay",,,"Incomplete, 1 sherd, small native ware golbular jar with deeply incised simple design just below flaring rim.",
35020,Asian Archaeology,"Accession Number: 220
",Accession #220 UMMAA Expedition 08/31/1925 (220),"Quantity: 1
Unit: ea
",Artifact,,,Sherd,Stoneware,,,Asia-Southeast Asia-Philippines-Palawan-,"E side of Lagen Island, Bacuit Bay",,,"Small fragment, 1 sherd, reddish pottery, wheel-made with horizontal deeply incised thin lines.",
35021,Asian Archaeology,"Accession Number: 220
",Accession #220 UMMAA Expedition 08/31/1925 (220),"Quantity: 2
Unit: ea
",Artifact,,,Sherd,Stoneware,AD 1300-1399,,Asia-Southeast Asia-Philippines-Palawan-,W coast of Bacuit Bay,,,"Celadon glaze bowl.  Fragmeny, sherds, small deep light green glassy, uncrackled thin glaze, imitation late celadon bowl.","Chronological and kiln provenience information by Li Min, 2008"
35022,Asian Archaeology,"Accession Number: 220
",Accession #220 UMMAA Expedition 08/31/1925 (220),"Quantity: 1
Unit: ea
",Artifact,,,Bowl,Porcelain,AD 1590-1644,,Asia-Southeast Asia-Philippines-Palawan-,W coast of Bacuit Bay,,,"Blue and white porcelain bowl.  Nearly complete, blue and white bowl, with flaring rim, which is ornamented.  Glossy, crackled greenish glaze, full of bubble holes.  Crude design.","Chronological information by Li Min, 2008."
35023,Asian Archaeology,"Accession Number: 220
",Accession #220 UMMAA Expedition 08/31/1925 (220),"Quantity: 1
Unit: ea
",Artifact,,,Bowl,Porcelain,AD 1590-1644,,Asia-Southeast Asia-Philippines-Palawan-,W coast of Bacuit Bay,,,"Nearly complete, 8 sherds, blue and white shallow bowl, with slightly flaring rim which is ornamented.  Glassy, crackled, greenish white glaze.  Rather crude design.","Chronological information by Li Min, 2008."
35024,Asian Archaeology,"Accession Number: 220
",Accession #220 UMMAA Expedition 08/31/1925 (220),"Quantity: 1
Unit: ea
",Artifact,,,Plate,Porcelain,AD 1644-1911,,Asia-Southeast Asia-Philippines-Palawan-,W coast of Bacuit Bay,,,"Blue and white porcelain plate.  Nearly complete, sherds, `Surigao' blue and white plate, with grotesque figure in bottom, and white rim with blue sprigs.  Later note:  Small blue and white plate.  Part of base unglazed, footring has straight outer side, inner side slants to rounded edge.  Body is greyish stoneware.  Glaze is glassy, pale grey.  Blue is greyish to black.  Interior design is deteriorated dragon with curving, zig-zag lines in bottom, enclosed by 1 ring of wavy lines and 1 concentric ring, wall has 3 small volutes and curving line, 1 ring on rim.  No exterior design.","Chronological information by Li Min, 2008."
35025,Asian Archaeology,"Accession Number: 220
",Accession #220 UMMAA Expedition 08/31/1925 (220),"Quantity: 1
Unit: ea
",Artifact,,,Plate,Porcelain,AD 1644-1911,,Asia-Southeast Asia-Philippines-Palawan-,W coast of Bacuit Bay,,,"Blue and white porcelain plate.  Incomplete, `Surigao' blue and white plate, with grotesque figure in bottom.  And blue rim.  Later note:  Small blue and white plate with flaring, curving rim.  Part of footring and base unglazed and sandy.  Footring has straight outer side, inner side slant to rounded edge.  Body is greyish white stoneware, a dark brick color on base.  Glaze is glassy, pale grey on exterior, greenish on interior.  Blue is greyish to blackish.  Interior design is rounded, squat vase with flowers, long curving and straight leaves, 3 small circles on each side of vase, curving lines above, connected to vase by 2 straight lines, 2 rings around bottom.  Upper wall filled in with blue, except for 4 small half-circles on rim, containing fan-like curving lines.","Chronological information by Li Min, 2008."
35026,Asian Archaeology,"Accession Number: 220
",Accession #220 UMMAA Expedition 08/31/1925 (220),"Quantity: 1
Unit: ea
",Artifact,,,Plate,Porcelain,AD 1590-1644,,Asia-Southeast Asia-Philippines-Palawan-,W coast of Bacuit Bay,,,"Blue and white porcelain dish.  Incomplete, sherds, glassy, crackled, light blue and cream bowl, with unglazed ring in bottom, and floral scroll on exterior.","Chronological information by Li Min, 2008."
35027,Asian Archaeology,"Accession Number: 220
",Accession #220 UMMAA Expedition 08/31/1925 (220),"Quantity: 1
Unit: ea
",Artifact,,,Sherd,Porcelain,,,Asia-Southeast Asia-Philippines-Palawan-,W coast of Bacuit Bay,,,"Blue and white porcelain dish.  herd, small blue and white deep plate, glassy, uncrackled glaze.  Grotesque figure (?) in bottom, slightly flaring lip.",
35028,Asian Archaeology,"Accession Number: 220
",Accession #220 UMMAA Expedition 08/31/1925 (220),"Quantity: 1
Unit: ea
",Artifact,,,Sherd,Porcelain,AD 1590-1644,,Asia-Southeast Asia-Philippines-Palawan-,W coast of Bacuit Bay,,,"Blue and white porcelain bowl.  Rim sherd, small blackish-blue and cream bowl with crude floral design on exterior.  Glossy, crackled, badly fired.","Chronological information by Li Min, 2008."
35029,Asian Archaeology,"Accession Number: 220
",Accession #220 UMMAA Expedition 08/31/1925 (220),"Quantity: 1
Unit: ea
",Artifact,,,Sherd,Porcelain,AD 1425-1590,,Asia-Southeast Asia-Philippines-Palawan-,W coast of Bacuit Bay,,,"Blue and white porcelain bowl.  Major fragment, small grey blue and cream bowl with flaring lip.  Glaze has greenish tinge in spots.  Glossy, crackled.  Simple design.","Chronological information by Li Min, 2008."
35030,Asian Archaeology,"Accession Number: 220
",Accession #220 UMMAA Expedition 08/31/1925 (220),"Quantity: 3
Unit: ea
",Artifact,,,Sherd,Stoneware,,,Asia-Southeast Asia-Philippines-Palawan-,W coast of Bacuit Bay,,,"Fragment, 3 sherds, small greenish brown jar, with horizontal loop handles, no neck, and curled lip.  4 sherds located May 1, 1946.",
35031,Asian Archaeology,"Accession Number: 220
",Accession #220 UMMAA Expedition 08/31/1925 (220),"Quantity: 1
Unit: lot
",Artifact,,,Sherd,Earthenware,,,Asia-Southeast Asia-Philippines-Palawan-,W coast of Bacuit Bay,,,"Nearly complete, 1 sherd, native ware, plain, red rice pot.  Located 2 sherds November 15, 1945, 1 is major sherd, other is smaller peices broken form it.",
35032,Asian Archaeology,"Accession Number: 220
",Accession #220 UMMAA Expedition 08/31/1925 (220),"Quantity: 1
Unit: ea
",Artifact,,,Sherd,Earthenware,,,Asia-Southeast Asia-Philippines-Palawan-,W coast of Bacuit Bay,,,"Rim sherd, large heavy native ware jar.  Very soft, sandy pottery.",
35033,Asian Archaeology,"Accession Number: 220
",Accession #220 UMMAA Expedition 08/31/1925 (220),"Quantity: 1
Unit: ea
",Artifact,,,Sherd,Earthenware,,,Asia-Southeast Asia-Philippines-Palawan-,W coast of Bacuit Bay,,,"Rim sherd, thin ware, native ware jar, red, with straight rim.",
35034,Asian Archaeology,"Accession Number: 220
",Accession #220 UMMAA Expedition 08/31/1925 (220),"Quantity: 1
Unit: ea
",Artifact,,,Sherd,Earthenware,,,Asia-Southeast Asia-Philippines-Palawan-,W coast of Bacuit Bay,,,"Major fragment, 1 sherd, native ware shallow bowl with short foot--no decoration.  Later notation broken in transit, 6 pieces.",
35035,Asian Archaeology,"Accession Number: 220
",Accession #220 UMMAA Expedition 08/31/1925 (220),"Quantity: 2
Unit: ea
",Artifact,,,Sherd,Clay,,,Asia-Southeast Asia-Philippines-Palawan-,W coast of Bacuit Bay,,,"Miscellaneous sherds, bases of shallow, nativeware bowls",
35036,Asian Archaeology,"Accession Number: 220
",Accession #220 UMMAA Expedition 08/31/1925 (220),"Quantity: 6
Unit: ea
",Artifact,,,Sherd,Clay,,,Asia-Southeast Asia-Philippines-Palawan-,W coast of Bacuit Bay,,,"Miscellaneous sherds, nativeware bowls",
35037,Asian Archaeology,"Accession Number: 220
",Accession #220 UMMAA Expedition 08/31/1925 (220),"Quantity: 7
Unit: ea
",Artifact,,,Metal fragment,Iron,,,Asia-Southeast Asia-Philippines-Palawan-,W coast of Bacuit Bay,,,Fragments of iron,
35038,Asian Archaeology,"Accession Number: 220
",Accession #220 UMMAA Expedition 08/31/1925 (220),"Quantity: 1
Unit: ea
",Artifact,,,Bead,Animal bone,,,Asia-Southeast Asia-Philippines-Palawan-,W coast of Bacuit Bay,,,"Fish vertebra, apparently worked to form bead",
35039,Asian Archaeology,"Accession Number: 220
",Accession #220 UMMAA Expedition 08/31/1925 (220),"Quantity: 1
Unit: ea
",Artifact,,,Bead,Glass,,,Asia-Southeast Asia-Philippines-Palawan-,W coast of Bacuit Bay,,,One small spherical glass bead. Quite worn,"Missing most catalogue record information as of 12/7/1998  R. Brubaker
Kept now in clear box. 4/21/04 H. Kadambi"
35040,Asian Archaeology,"Accession Number: 220
",Accession #220 UMMAA Expedition 08/31/1925 (220),"Quantity: 2
Unit: ea
",Artifact,,,Ring,Copper; Brass,,,Asia-Southeast Asia-Philippines-Palawan-,W coast of Bacuit Bay,,,Small copper or brass finger rings,
35047,Asian Archaeology,"Accession Number: 220
",Accession #220 UMMAA Expedition 08/31/1925 (220),"Quantity: 1
Unit: ea
",Artifact,,,Sherd,Stoneware,AD 1300-1399,,Asia-Southeast Asia-Philippines-Palawan-,"Malpacao Island, Bacuit Bay",,,"Celadon glaze bowl.  Rim sherd, glassy, green, uncrackled celadon bowl, with flaring lip.  Very thick glaze, white paste.","Chronological and provenience information by Li Min, 2008"
35048,Asian Archaeology,"Accession Number: 220
",Accession #220 UMMAA Expedition 08/31/1925 (220),"Quantity: 5
Unit: ea
",Artifact,,,Sherd,Porcelain,AD 1590-1644,,Asia-Southeast Asia-Philippines-Palawan-,"Malpacao Island, Bacuit Bay",,,"Blue and white porcelain bowl.  Major fragment, light blue and greenish white, glassy, crackled bowl, straight rim.  Floral design on exterior.  Unglazed ring in bottom.  Later note:  Medium sized blue and white shallow bowl with straight rim, glazed except for a ring in the bottom, base and footring.  The latter is medium high, wide with both walls slanting inward slightly to flat edge, concentric chattermarks visible.  The body is medium thin, somewhat coarse greyish, porcellaneous stoneware burned bright orange where air penetrated it.  The glaze is medium thick, glassy, finely crackled and greenish and orangy in spots, unglazed base is medium orange.  The design consists of a chracter in center bottom, curved pointed leaves within 2 concentric rings outside of unglazed rin, a ring just under the rim inside, and a vine of large, curved-pointed leaves winding around the outside walls between 2 concentric rings.  The blue si rather dead and greyish.","Chronological information by Li Min, 2008."
35049,Asian Archaeology,"Accession Number: 220
",Accession #220 UMMAA Expedition 08/31/1925 (220),"Quantity: 3
Unit: ea
",Artifact,,,Sherd,Porcelain,AD 1590-1644,,Asia-Southeast Asia-Philippines-Palawan-,"Malpacao Island, Bacuit Bay",,,"Blue and white porcelain bowl.  Fragment, light blue and greenish white, glassy, crackled bowl, with unglazed ring in bottom.  Exterior fluted.  Later note:  Footring unglazed, part of outer wall also unglazed, heavy footring with straight sides and bevelled edge.  Body is rather thick, hard greyish stoneware.  Glaze is somewhat glassy, finely crackled, greyish green.  Blue is black where thick, greyish elsewhere.  Interior design includes a rosette in bottom, surrounded by unglazed ring, curved, pointed leaves surround unglazed ring, double ring encircles these, single ring near double ring, double ring on flaring rim.  Exterior fluted.","Chronological information by Li Min, 2008."
35050,Asian Archaeology,"Accession Number: 220
",Accession #220 UMMAA Expedition 08/31/1925 (220),"Quantity: 1
Unit: ea
",Artifact,,,Sherd,Earthenware,,,Asia-Southeast Asia-Philippines-Palawan-,"Malpacao Island, Bacuit Bay",,,"Base sherd, small light blue and greenish white deep bowl",
35051,Asian Archaeology,"Accession Number: 220
",Accession #220 UMMAA Expedition 08/31/1925 (220),"Quantity: 1
Unit: ea
",Artifact,,,Plate,Porcelain,,,Asia-Southeast Asia-Philippines-Palawan-,"Malpacao Island, Bacuit Bay",,,"Blue and white porcelain plate.  Incomplete, sherds, `Surigao' blue and white plate, with the blue rim.  Grotesque water lily pattern in bottom.  Glassy, uncrackled.  Later note:  Small blue and white plate with wide, upturned flaring rim.  Part of base unglazed, footring has straight outer side, inner side slants to rounded edge.  Body is greyish white stoneware.  Glaze is glassy, grey on exterior, bluish-grey on interior.  Blue is soft light blue.  Interior design is oval, squat vase with 2 round flowers and oval leaves in bottom, 3 small circles on each side of vase, streamers above, enclosed by 2 rings, upper wall filled with blue, except for 4 half-circles with fan-like lines.  No exterior design.",
35052,Asian Archaeology,"Accession Number: 220
",Accession #220 UMMAA Expedition 08/31/1925 (220),"Quantity: 6
Unit: ea
",Artifact,,,Sherd,Porcelain,AD 1368-1644,,Asia-Southeast Asia-Philippines-Palawan-,"Malpacao Island, Bacuit Bay",,,"Blue and white porcelain dish.  Incomplete, sherds, large pale blue and white late plate, or shallow bowl.  Unglazed ring in botttom.  Simple crude design.","Chronological information by Li Min, 2008."
35053,Asian Archaeology,"Accession Number: 220
",Accession #220 UMMAA Expedition 08/31/1925 (220),"Quantity: 7
Unit: ea
",Artifact,,,Sherd,Porcelain,AD 1590-1644,,Asia-Southeast Asia-Philippines-Palawan-,"Malpacao Island, Bacuit Bay",,,"Blue and white porcelain, miscellaneous.  Blue and white sherrds of the wares described above.","Chronological information by Li Min, 2008."
35054,Asian Archaeology,"Accession Number: 220
",Accession #220 UMMAA Expedition 08/31/1925 (220),"Quantity: 3
Unit: ea
",Artifact,,,Sherd,Stoneware,,,Asia-Southeast Asia-Philippines-Palawan-,"Malpacao Island, Bacuit Bay",,,"Major fragment, 3 sherds, small globular dark mottled brown jar, without handles or decoration and with neck and lip missing.  4 sherds located April 18, 1946.",
